Prefecture,SiteName,SiteAddress,SamplingLocation,MaterialType,Period,Phase,PeriodCode,LabCode,Method,CRA,CRAError,UnroundedCRA,UnroundedCRAError,Delta13C,Delta13CError,Delta13CIRMS,AnalysedBy,Laboratory,PubblicationYear,ReportTitle,Page,Remarks,Reference,Publisher,Latitude,Longitude,labcode_issues,c14_issues,ReferenceCombined,ReferenceFinal,coordinate_issues,PrefectureNameEn,Region,Furigana,SiteType,Romanised,Material,Material_Details
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅴ,主要調査地点A,C19,890,①","土器付着物,焦,口縁内",縄文時代後期,高井東式,B,MTC-07164,AMS法,3285,30,NA,NA,-23.6,NA,NA,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-49 a (r),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅴ,主要調査地点A,C19,890,河道1","土器付着物,煤,口縁外",縄文時代後期,高井東式,B,PLD-4636,AMS法,3160,25,NA,NA,-23.9,0.11,-24.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-49 b,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅴ,主要調査地点A,D19,2948,河道1","土器付着物,焦,口縁内",縄文時代後期,高井東式,B,PLD-4637,AMS法,3250,25,NA,NA,-25.17,0.14,-26.3,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-52 a,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅴ,主要調査地点A,D19,2948,河道1","土器付着物,吹,口縁外",縄文時代後期,高井東式,B,PLD-4638,AMS法,3185,25,NA,NA,-24.33,0.15,-25.5,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-52 b,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅴ,主要調査地点A,E19,2001,河道1","土器付着物,吹,口縁外",縄文時代後期,安行1式,B,MTC-04602,AMS法,3140,35,NA,NA,-32.4,NA,-26.1,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-53,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅴ,主要調査地点A,E19,2000,河道1","土器付着物,煤,口縁外",縄文時代後期,曽谷式,B,MTC-04603,AMS法,3260,35,NA,NA,-26.6,NA,-26,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-54,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅲ,主要調査地点C,F13,2256,河道1","土器付着物,吹,口縁外",縄文時代後期,加曽利B3式～曽谷式,B,MTC-06223,AMS法,3220,35,NA,NA,-23.9,NA,-26,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-56,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅲ,主要調査地点C,G12,1604,河道1","土器付着物,吹,口縁外",縄文時代後期,加曽利B2式,B,MTC-06224,AMS法,3395,35,NA,NA,-24.4,NA,-25.8,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-59,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B21,155,河道1","土器付着物,焦,胴内",縄文時代晩期,大洞B-C式,B,MTC-06718,AMS法,2930,35,NA,NA,-27.7,NA,-25.7,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-66,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B21,43,河道1","土器付着物,吹,口縁外",縄文時代晩期,大洞B-C式,B,MTC-04604,AMS法,2895,30,NA,NA,-22.4,NA,-26.2,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-67,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅱ,主要調査地点D,D9,989,河道1","土器付着物,吹,口縁外",縄文時代晩期,安行3a式,B,PLD-4639,AMS法,3475,35,NA,NA,-41.64,0.17,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-68,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅰ,主要調査地点F,D8,490,河道1","土器付着物,焦,胴内",縄文時代晩期,安行3c式,B,PLD-4640,AMS法,3070,25,NA,NA,-26.05,0.14,-27.4,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-69 a,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,";Same labcode, different CRAError",NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅰ,主要調査地点F,D8,490,河道1","土器付着物,焦,胴内",縄文時代晩期,安行3c式,B,MTC-07165,AMS法,3035,30,NA,NA,-25.6,NA,NA,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-69 a (r),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.312)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅰ,主要調査地点F,D8,490,河道1","土器付着物,煤,胴外",縄文時代晩期,安行3c式,B,PLD-4641,AMS法,2940,25,NA,NA,-26.06,0.12,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-69 b,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B22,2396,河道1","土器付着物,吹,口縁外",縄文時代晩期,安行3b式,B,MTC-04605,AMS法,2995,35,NA,NA,-28.4,NA,-25.5,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-70,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B22,2283,河道1","土器付着物,焦,胴内",縄文時代晩期,安行3b式,B,PLD-4642,AMS法,2970,20,NA,NA,-24.85,0.12,-25.9,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-71 a,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B23,945,河道1","土器付着物,煤,口縁外",縄文時代晩期,安行3a～3b式,B,MTC-04606,AMS法,2910,50,NA,NA,-24.4,NA,-25.9,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-72,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B22,1742,河道1","土器付着物,吹,口縁外",縄文時代晩期,安行3a式,B,MTC-04607,AMS法,2975,35,NA,NA,-25.7,NA,NA,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-73,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B23,697,河道1","土器付着物,吹,口縁外",縄文時代晩期,安行3a-3b式,B,PLD-4643,AMS法,2935,25,NA,NA,-26.17,0.13,-26.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,TTHS-75,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B23,586,河道1","土器付着物,吹,口縁外",縄文時代晩期,安行3b式,B,MTC-04608,AMS法,2995,35,NA,NA,-27.1,NA,-26,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-76,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅲ,主要調査地点E,H12,573,河道2","土器付着物,焦,胴内",縄文時代晩期,安行3c式,B,Beta-193770,AMS法,2920,40,NA,NA,-26.4,NA,-26.4,学術創成研究グループ,Beta Analytic Inc.,2009,地域別測定データ,139-524,TTHS-84,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅵ,主要調査地点B,B24,102,河道1","土器付着物,焦,胴内",縄文時代晩期,安行3c式,B,MTC-04609,AMS法,2995,30,NA,NA,-26.1,NA,-23.2,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-89海洋リザーバー効果の影響が疑われる,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
東京,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,"調査区Ⅲ,主要調査地点E,G12,1592,河道2","土器付着物,煤,口縁外",縄文時代晩期,安行3d式,B,MTC-04610,AMS法,2750,30,NA,NA,-24.8,NA,-26.6,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-91,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,35.7663805555556,139.45085,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||東村山市遺跡調査会, 2006, 下宅部遺跡Ⅰ, (pp.301-309)",NA; Same site name with different coordinates (dist=0.81 km),Tokyo,Kanto,しもやけべいせき,Site,Shimoyakebeiseki,Other,Organic Residue from Pottery
