"site","reference","retrievedRef","nabunkenURL","DOI","toCheck"
"棚返遺跡","静岡県埋蔵文化財調査研究所調査報告第191集　棚返遺跡･今里遺跡　第二東名No.153地点･No.153-2地点",NA,NA,NA,TRUE
"池ヶ谷遺跡","静岡県埋蔵文化財調査研究所調査報告第46集　池ヶ谷遺跡Ⅱ(自然科学編)",NA,NA,NA,TRUE
"池田B遺跡","静岡県埋蔵文化財調査研究所調査報告第122集　池田B遺跡","財団法人静岡県埋蔵文化財調査研究所 2000 『静岡県埋蔵文化財調査研究所調査報告122：池田Ｂ遺跡』財団法人静岡県埋蔵文化財調査研究所","https://sitereports.nabunken.go.jp/13294","財団法人静岡県埋蔵文化財調査研究所 2000 『静岡県埋蔵文化財調査研究所調査報告122：池田Ｂ遺跡』財団法人静岡県埋蔵文化財調査研究所",TRUE
"中村遺跡(南伊場地区)","中村遺跡(南伊場地区)−本文編−",NA,NA,NA,TRUE
"町屋遺跡","静岡市埋蔵文化財調査報告　町屋遺跡","株式会社パスコ静岡支店 2017 『静岡市埋蔵文化財調査報告：町屋遺跡』静岡市教育委員会","https://sitereports.nabunken.go.jp/44859",NA,TRUE
"長伏上塩辛田遺跡","長伏上塩辛田遺跡","三島市教育委員会 1992 『長伏上塩辛田遺跡』三島市教育委員会","https://sitereports.nabunken.go.jp/44119",NA,TRUE
"鳥居松遺跡","鳥居松遺跡5次　伊場大溝編","浜松市生活文化部生涯学習課文化財担当 2010 『鳥居松遺跡5次　伊場大溝編』財団法人浜松市文化振興財団","https://sitereports.nabunken.go.jp/44979",NA,TRUE
"中通遺跡","静岡県埋蔵文化財センター調査報告第15集　中通遺跡･寺海土遺跡　第二東名No.130地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　浜松市-3",NA,NA,NA,TRUE
"鶴田Ⅰ遺跡","鶴田Ⅰ遺跡−本文編−",NA,NA,NA,TRUE
"的場古墳群･的場遺跡","静岡県埋蔵文化財調査研究所調査報告第227集　的場古墳群･的場遺跡　第二東名No.26地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書",NA,NA,NA,TRUE
"天ヶ沢東遺跡","静岡県埋蔵文化財調査研究所調査報告第228集　天ヶ沢東遺蹟　古木戸A遺跡　古木戸B遺跡　第二東名No.44地点　富士市-2　第二東名建設事業に伴う埋蔵文化財発掘調査報告書",NA,NA,NA,TRUE
"古木戸A遺跡","静岡県埋蔵文化財調査研究所調査報告第228集　天ヶ沢東遺蹟　古木戸A遺跡　古木戸B遺跡　第二東名No.44地点　富士市-2　第二東名建設事業に伴う埋蔵文化財発掘調査報告書",NA,NA,NA,TRUE
"古木戸B遺跡","静岡県埋蔵文化財調査研究所調査報告第228集　天ヶ沢東遺蹟　古木戸A遺跡　古木戸B遺跡　第二東名No.44地点　富士市-2　第二東名建設事業に伴う埋蔵文化財発掘調査報告書",NA,NA,NA,TRUE
"天の川遺跡","牧之原市文化財調査報告第1集　天の川遺跡発掘調査報告書",NA,NA,NA,TRUE
"東前遺跡","東前遺跡Ⅱ",NA,NA,NA,TRUE
"東野遺跡","静岡県埋蔵文化財センター調査報告第45集　東野遺跡Ⅱ　第二東名No.143地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　長泉町-13(第2分冊)",NA,NA,NA,TRUE
"内野山Ⅴ遺跡","静岡県埋蔵文化財調査研究所調査報告第193集　裾野市富沢･桃園の遺跡群　第二東名No.144地点塚松遺跡　No.144-2地点　入ノ洞B遺跡　No.144-3地点内野山Ⅴ遺跡",NA,NA,NA,TRUE
"南谷遺跡","浜岡町埋蔵文化財調査報告書第9集　南谷遺跡　遺物編2(木製品本文･石器･骨角製品他)",NA,NA,NA,TRUE
"二ッ洞遺跡","沼津市文化財調査報告書第54集　二ッ洞遺跡(b･c区)発掘調査報告書",NA,NA,NA,TRUE
"日詰遺跡","日詰遺跡　O地点･製鉄遺構調査報告",NA,NA,NA,TRUE
"入野高岸古窯","静岡県埋蔵文化財調査研究所調査報告第177集　入野東古墳群･入野高岸古窯　第二東名No.76〜78地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　岡部町",NA,NA,NA,TRUE
"梅ノ木沢遺跡","静岡県埋蔵文化財調査研究所調査報告第206集　梅ノ木沢遺跡Ⅱ(旧石器時代編)　第二東名No.143-2地点、CR35地点","静岡県埋蔵文化財センター 2013 『静岡県埋蔵文化財センター調査報告32：東野遺跡Ⅰ長泉町ー12』静岡県埋蔵文化財センター","https://sitereports.nabunken.go.jp/21938","http://doi.org/10.24484/sitereports.21938",TRUE
"八分平E遺跡","静岡県埋蔵文化財調査研究所調査報告第238集　八分平E遺跡　第二東名No.141-2地点",NA,NA,NA,TRUE
"尾壱遺跡","沼津市文化財調査報告書第98集　尾壱遺跡(第2次)･清水柳北遺跡(第2次)発掘調査報告書",NA,NA,NA,TRUE
"尾上イラウネ遺跡","沼津市文化財調査報告書第53集　尾上イラウネ遺跡発掘調査報告書Ⅱ　その2",NA,NA,NA,TRUE
"富士岡1古墳群","静岡県埋蔵文化財センター調査報告第37集　富士岡1古墳他",NA,NA,NA,TRUE
"向山遺跡","静岡県埋蔵文化財センター調査報告第37集　富士岡1古墳他",NA,NA,NA,TRUE
"富士石遺跡","静岡県埋蔵文化財調査研究所調査報告第232集　富士石遺跡Ⅰ　第二東名No.142地点　旧石器時代(AT下位編)　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　長泉町-7　(第2分冊)",NA,NA,NA,TRUE
"富士石遺跡","静岡県埋蔵文化財センター調査報告第3集　富士石遺跡Ⅱ　第二東名No.142地点　旧石器時代(AT上位)〜縄文時代初頭編　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　長泉町-10　(第2分冊)",NA,NA,NA,TRUE
"富士石遺跡","静岡県埋蔵文化財センター調査報告第7集　富士石遺跡Ⅲ　第二東名No.142地点　縄文時代以降編　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　長泉町-11　(第2分冊)",NA,NA,NA,TRUE
"富沢内野山Ⅰ西遺跡","静岡県埋蔵文化財センター調査報告第31集　裾野市富沢･桃園の遺跡群Ⅱ　第二東名土3地点･CR35地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　裾野市-10　(第2分冊)",NA,NA,NA,TRUE
"富沢内野山Ⅲ北遺跡","静岡県埋蔵文化財センター調査報告第31集　裾野市富沢･桃園の遺跡群Ⅱ　第二東名土3地点･CR35地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　裾野市-10　(第2分冊)",NA,NA,NA,TRUE
"富沢内野山Ⅳ西遺跡","静岡県埋蔵文化財センター調査報告第31集　裾野市富沢･桃園の遺跡群Ⅱ　第二東名土3地点･CR35地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　裾野市-10　(第2分冊)",NA,NA,NA,TRUE
"富沢内野山Ⅴ遺跡","静岡県埋蔵文化財センター調査報告第31集　裾野市富沢･桃園の遺跡群Ⅱ　第二東名土3地点･CR35地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　裾野市-10　(第2分冊)",NA,NA,NA,TRUE
"平椎遺跡","静岡県埋蔵文化財調査研究所調査報告第230集　富士山･愛鷹山麓の遺跡　第二東名No.48･CR20地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　富士市-3",NA,NA,NA,TRUE
"片瀬遺跡","静岡県埋蔵文化財調査研究所調査報告第195集　網掛山古墳群･片瀬遺跡　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　森町-4",NA,NA,NA,TRUE
"北山遺跡","北山遺跡","公益財団法人群馬県埋蔵文化財調査事業団 2012 『公益財団法人群馬県埋蔵文化財調査事業団調査報告書545：北山遺跡』公益財団法人群馬県埋蔵文化財調査事業団","https://sitereports.nabunken.go.jp/28061",NA,TRUE
"北山遺跡","北山遺跡Ⅱ",NA,NA,NA,TRUE
"北神馬土手遺跡","静岡県埋蔵文化財調査研究所調査報告第74集　北神馬土手遺跡他Ⅰ(遺構編　本文)",NA,NA,NA,TRUE
"本郷坪遺跡","静岡県埋蔵文化財調査研究所調査報告第164集　本郷坪遺跡",NA,NA,NA,TRUE
"箕輪遺跡","静岡県埋蔵文化財調査研究所調査報告第53集　箕輪遺跡","財団法人静岡県埋蔵文化財調査研究所 1994 『静岡県埋蔵文化財調査研究所調査報告53：箕輪遺跡』財団法人静岡県埋蔵文化財調査研究所","https://sitereports.nabunken.go.jp/1916","http://doi.org/10.24484/sitereports.1916",TRUE
"野台南遺跡","静岡県埋蔵文化財調査研究所調査報告第205集　大岡元長窪線関連遺跡Ⅲ","静岡県埋蔵文化財センター 2013 『静岡県埋蔵文化財センター調査報告32：東野遺跡Ⅰ長泉町ー12』静岡県埋蔵文化財センター","https://sitereports.nabunken.go.jp/21938","http://doi.org/10.24484/sitereports.21938",TRUE
"有東遺跡","静岡市埋蔵文化財調査報告39　有東遺跡第16次発掘調査報告書",NA,NA,NA,TRUE
"林光寺遺跡","林光寺遺跡発掘調査報告書","財団法人静岡県埋蔵文化財調査研究所 2001 『静岡県埋蔵文化財調査研究所調査報告127：御領所遺跡』財団法人静岡県埋蔵文化財調査研究所","https://sitereports.nabunken.go.jp/12362","http://doi.org/10.24484/sitereports.12362",TRUE
"小太郎砦","林光寺遺跡発掘調査報告書","財団法人静岡県埋蔵文化財調査研究所 2001 『静岡県埋蔵文化財調査研究所調査報告127：御領所遺跡』財団法人静岡県埋蔵文化財調査研究所","https://sitereports.nabunken.go.jp/12362","http://doi.org/10.24484/sitereports.12362",TRUE
"佛ヶ尾遺跡","静岡県埋蔵文化財調査研究所調査報告第175集　佛ヶ尾遺跡　第二東名No.147地点",NA,NA,NA,TRUE
"渕ヶ沢遺跡","静岡県埋蔵文化財センター調査報告第30集　渕ヶ沢遺跡　第二東名No.27-1地点　第二東名建設事業に伴う埋蔵文化財発掘調査報告書　沼津市-11　(第2分冊)",NA,NA,NA,TRUE
"茗荷沢遺跡","静岡県埋蔵文化財調査研究所調査報告第223集　沼津市井出･石川神ヶ沢の遺跡群　第二東名No.30地点茗荷沢遺跡　第二東名No.31地点藤ボサ遺跡a区　第二東名No.32地点　藤ボサ遺跡b区　第二東名No.37地点神ヶ沢第Ⅱ遺跡a区　第二東名No.38地点神ヶ沢第Ⅱ遺跡b区",NA,NA,NA,TRUE
"藤ボサ遺跡","静岡県埋蔵文化財調査研究所調査報告第223集　沼津市井出･石川神ヶ沢の遺跡群　第二東名No.30地点茗荷沢遺跡　第二東名No.31地点藤ボサ遺跡a区　第二東名No.32地点　藤ボサ遺跡b区　第二東名No.37地点神ヶ沢第Ⅱ遺跡a区　第二東名No.38地点神ヶ沢第Ⅱ遺跡b区",NA,NA,NA,TRUE
"K-G-93号窯跡","愛知県埋蔵文化財センター調査報告書第163集　K-G-93号窯跡","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2010 『愛知県埋蔵文化財センター調査報告書163：K-G-93号窯跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1808","http://doi.org/10.24484/sitereports.1808",TRUE
"さんまい貝塚","豊橋市埋蔵文化財調査報告書第46集　さんまい貝塚",NA,NA,NA,TRUE
"モリ下遺跡","愛知県埋蔵文化財センター調査報告書第196集　モリ下遺跡","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2015 『愛知県埋蔵文化財センター調査報告書196：モリ下遺跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/14887","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2015 『愛知県埋蔵文化財センター調査報告書196：モリ下遺跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"一色青海遺跡","愛知県埋蔵文化財センター調査報告書第79集　一色青海遺跡　自然科学･考察編",NA,NA,NA,TRUE
"一色青海遺跡","愛知県埋蔵文化財センター調査報告書第147集　一色青海遺跡Ⅱ　本文･遺物図版編",NA,NA,NA,TRUE
"一色青海遺跡","愛知県埋蔵文化財センター調査報告書第186集　一色青海遺跡Ⅲ　遺構編","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2014 『愛知県埋蔵文化財センター調査報告書186：一色青海遺跡3』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/13198","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2014 『愛知県埋蔵文化財センター調査報告書186：一色青海遺跡3』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"稲荷山古墳群","豊橋市埋蔵文化財調査報告書第65集　稲荷山古墳群","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2014 『愛知県埋蔵文化財センター調査報告書188：キジ山古墳群・晴雲寺址』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/13127","http://doi.org/10.24484/sitereports.13127",TRUE
"宇トゲ窯跡","愛知県埋蔵文化財センター調査報告書第124集　宇トゲ窯跡･中洞窯跡",NA,NA,NA,TRUE
"中洞窯跡","愛知県埋蔵文化財センター調査報告書第124集　宇トゲ窯跡･中洞窯跡",NA,NA,NA,TRUE
"烏帽子遺跡","愛知県埋蔵文化財センター調査報告書第117集　烏帽子遺跡Ⅱ","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2003 『愛知県埋蔵文化財センター調査報告書117：烏帽子遺跡2』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1458","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2003 『愛知県埋蔵文化財センター調査報告書117：烏帽子遺跡2』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター",TRUE
"羽根遺跡","愛知県埋蔵文化財センター調査報告書第166集　羽根遺跡","財団法人愛知県教育他 2010 『愛知県埋蔵文化財センター調査報告書166：羽根遺跡』財団法人愛知県教育他","https://sitereports.nabunken.go.jp/1634","http://doi.org/10.24484/sitereports.1634",TRUE
"塩草B窯跡","財団法人瀬戸市埋蔵文化財センター調査報告第25集　塩草B窯跡","財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター 2005 『愛知県埋蔵文化財センター調査報告書134：凧山Ｃ窯跡　惣作　鐘場遺跡Ｉ』財団法人愛知県教育サービスセンター　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1444","http://doi.org/10.24484/sitereports.1444",TRUE
"岡島遺跡","(財)愛知県埋蔵文化財センター調査報告書第14集　岡島遺跡","財団法人愛知県埋蔵文化財センター 1990 『愛知県埋蔵文化財センター調査報告書14：岡島遺跡』財団法人愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1994","財団法人愛知県埋蔵文化財センター 1990 『愛知県埋蔵文化財センター調査報告書14：岡島遺跡』財団法人愛知県埋蔵文化財センター",TRUE
"下懸遺跡","愛知県埋蔵文化財センター調査報告書第144集　下懸遺跡","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2009 『愛知県埋蔵文化財センター調査報告書144：下懸遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1289","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2009 『愛知県埋蔵文化財センター調査報告書144：下懸遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"下津宿遺跡","愛知県埋蔵文化財センター調査報告書第175集　下津宿遺跡","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2013 『愛知県埋蔵文化財センター調査報告書175：下津宿遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1604","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2013 『愛知県埋蔵文化財センター調査報告書175：下津宿遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"下津新町遺跡","愛知県埋蔵文化財センター調査報告書第159集　下津新町遺跡","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2009 『愛知県埋蔵文化財センター調査報告書159：下津新町遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1088","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2009 『愛知県埋蔵文化財センター調査報告書159：下津新町遺跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"下津北山遺跡","愛知県埋蔵文化財センター調査報告書第88集　下津北山遺跡","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2000 『愛知県埋蔵文化財センター調査報告書88：下津北山遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1780","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2000 『愛知県埋蔵文化財センター調査報告書88：下津北山遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター",TRUE
"波瀬B遺跡","愛知県埋蔵文化財センター調査報告書第194集　加原遺跡",NA,NA,NA,TRUE
"須賀遺跡","愛知県埋蔵文化財センター調査報告書第194集　加原遺跡",NA,NA,NA,TRUE
"夏敷古窯","愛知県埋蔵文化財センター調査報告書第152集　夏敷古窯跡　蛇廻間古窯跡",NA,NA,NA,TRUE
"柿下遺跡","愛知県埋蔵文化財センター調査報告書第176集　柿下遺跡","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2012 『愛知県埋蔵文化財センター調査報告書176：柿下遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1273","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2012 『愛知県埋蔵文化財センター調査報告書176：柿下遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"鴨池東古窯","鴨池東古窯","ナカシャクリエイテブ株式会社 2015 『鴨池東古窯』大府市教育委員会","https://sitereports.nabunken.go.jp/42654","ナカシャクリエイテブ株式会社 2015 『鴨池東古窯』大府市教育委員会",TRUE
"眼鏡下池北遺跡","豊橋市埋蔵文化財調査報告書第96集　眼鏡下池北遺跡",NA,NA,NA,TRUE
"眼鏡下池北遺跡","豊橋市埋蔵文化財調査報告書第113集　眼鏡下池北遺跡(Ⅳ)･西側遺跡(Ⅵ)･西側古墓群(Ⅱ)",NA,NA,NA,TRUE
"西側遺跡","豊橋市埋蔵文化財調査報告書第113集　眼鏡下池北遺跡(Ⅳ)･西側遺跡(Ⅵ)･西側古墓群(Ⅱ)",NA,NA,NA,TRUE
"岩作城跡","愛知県埋蔵文化財センター調査報告書第89集　岩作城跡･能見城跡",NA,NA,NA,TRUE
"寄島遺跡","愛知県埋蔵文化財センター調査報告書第204集　寄島遺跡","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2017 『愛知県埋蔵文化財センター調査報告書204：寄島遺跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/19588","http://doi.org/10.24484/sitereports.19588",TRUE
"亀首遺跡","豊田市埋蔵文化財調査報告書第46集　亀首遺跡",NA,NA,NA,TRUE
"吉胡貝塚","田原町埋蔵文化財調査報告書第10集　国指定史跡吉胡貝塚",NA,NA,NA,TRUE
"吉竹遺跡","愛知県埋蔵文化財センター調査報告書第191集　吉竹遺跡",NA,NA,NA,TRUE
"加原遺跡","愛知県埋蔵文化財センター調査報告書第191集　吉竹遺跡",NA,NA,NA,TRUE
"吉野遺跡","愛知県埋蔵文化財センター調査報告書第125集　吉野遺跡","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2004 『愛知県埋蔵文化財センター調査報告書125：吉野遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1376","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2004 『愛知県埋蔵文化財センター調査報告書125：吉野遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター",TRUE
"宮西遺跡","田原市埋蔵文化財調査報告書第2集　宮西遺跡発掘調査概要報告書",NA,NA,NA,TRUE
"宮西遺跡","愛知学院大学考古学発掘調査報告11　愛知県田原市宮西遺跡の発掘記録5",NA,NA,NA,TRUE
"郷上遺跡","愛知県埋蔵文化財センター調査報告書第98集　郷上遺跡","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2002 『愛知県埋蔵文化財センター調査報告書98：郷上遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1094","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2002 『愛知県埋蔵文化財センター調査報告書98：郷上遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター",TRUE
"金色東B古窯群","常滑市文化財調査報告書第26集　金色東B古窯群","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2007 『愛知県埋蔵文化財センター調査報告書152：夏敷古窯跡　蛇廻間古窯跡』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1253","http://doi.org/10.24484/sitereports.1253",TRUE
"金萩遺跡","愛知県埋蔵文化財センター調査報告書第119集　金萩遺跡","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2004 『愛知県埋蔵文化財センター調査報告書119：金萩遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1981","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2004 『愛知県埋蔵文化財センター調査報告書119：金萩遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター",TRUE
"桑下城跡","愛知県埋蔵文化財センター調査報告書第181集　桑下城跡　本文篇","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2013 『愛知県埋蔵文化財センター調査報告書181：桑下城跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1701","http://doi.org/10.24484/sitereports.1701",TRUE
"欠下城跡","愛知県埋蔵文化財センター調査報告書第192集　欠下城跡","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2015 『愛知県埋蔵文化財センター調査報告書192：欠下城跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/14882","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2015 『愛知県埋蔵文化財センター調査報告書192：欠下城跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"権現遺跡","瀬戸市文化振興財団調査報告第48集　権現遺跡",NA,NA,NA,TRUE
"権現山遺跡","愛知県埋蔵文化財センター調査報告書第110集　権現山遺跡",NA,NA,NA,TRUE
"権六遺跡","愛知県埋蔵文化財センター調査報告書第207集　権六遺跡","公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2017 『愛知県埋蔵文化財センター調査報告書207：権六遺跡』公益財団法人　愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/19587","http://doi.org/10.24484/sitereports.19587",TRUE
"見晴台遺跡","見晴台遺跡　第39･40･41次発掘調査の記録",NA,NA,NA,TRUE
"御山寺遺跡","愛知県埋蔵文化財センター調査報告書第167集　御山寺遺跡","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2011 『愛知県埋蔵文化財センター調査報告書167：御山寺遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1861","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2011 『愛知県埋蔵文化財センター調査報告書167：御山寺遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"広坪遺跡","愛知県埋蔵文化財センター調査報告書第61集　広坪遺跡","愛知県埋蔵文化財センター 1996 『愛知県埋蔵文化財センター調査報告書61：広坪遺跡』愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/17306","http://doi.org/10.24484/sitereports.17306",TRUE
"高橋遺跡","豊田市埋蔵文化財調査報告書第36集　高橋遺跡−第16次調査−",NA,NA,NA,TRUE
"黒笹古窯","県営北部畑地帯総合土地改良事業地内埋蔵文化財発掘調査報告書",NA,NA,NA,TRUE
"細田古窯群","愛知県埋蔵文化財センター調査報告書第149集　細田古窯群","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2008 『愛知県埋蔵文化財センター調査報告書149：細田古窯群』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1982","財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2008 『愛知県埋蔵文化財センター調査報告書149：細田古窯群』財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター",TRUE
"三ツ井遺跡","愛知県埋蔵文化財センター調査報告書第87集　三ツ井遺跡","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 1999 『愛知県埋蔵文化財センター調査報告書87：三ツ井遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1309","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 1999 『愛知県埋蔵文化財センター調査報告書87：三ツ井遺跡』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター",TRUE
"三斗目遺跡","(財)愛知県埋蔵文化財センター調査報告書第47集　三斗目･三本松遺跡",NA,NA,NA,TRUE
"三本松遺跡","(財)愛知県埋蔵文化財センター調査報告書第47集　三斗目･三本松遺跡",NA,NA,NA,TRUE
"山中遺跡","愛知県埋蔵文化財センター調査報告書第45集　山中遺跡Ⅱ",NA,NA,NA,TRUE
"市道遺跡","豊橋市埋蔵文化財調査報告書第45集　市道遺跡(Ⅲ)",NA,NA,NA,TRUE
"志賀公園遺跡","愛知県埋蔵文化財センター調査報告書第90集　志賀公園遺跡","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2004 『愛知県埋蔵文化財センター調査報告書121：志賀公園遺跡２』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1044","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2004 『愛知県埋蔵文化財センター調査報告書121：志賀公園遺跡２』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター",TRUE
"志賀公園遺跡","愛知県埋蔵文化財センター調査報告書第121集　志賀公園遺跡Ⅱ","財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター 2004 『愛知県埋蔵文化財センター調査報告書121：志賀公園遺跡２』財団法人愛知県教育サービスセンター愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1044","http://doi.org/10.24484/sitereports.1044",TRUE
"寺部遺跡","豊田市埋蔵文化財調査報告書第45集　寺部遺跡","公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター 2013 『愛知県埋蔵文化財センター調査報告書173：上品野西金地遺跡』公益財団法人愛知県教育・スポーツ振興財団　愛知県埋蔵文化財センター","https://sitereports.nabunken.go.jp/1754","http://doi.org/10.24484/sitereports.1754",TRUE
"寺部遺跡","豊田市埋蔵文化財調査報告書第65集　寺部遺跡Ⅴ-13区−",NA,NA,NA,TRUE
"鹿乗川流域遺跡群","安城市埋蔵文化財発掘調査報告書第23集　鹿乗川流域遺跡群Ⅵ",NA,NA,NA,TRUE
