MaterialTypeUniqueID,Material_Classification,Material_Details_JPN,inconsistent,Materials_Details_EN,Materials_Detail_Identification_EN,Materials_Detail_Other_EN,Materials_Detail_Notes_EN
969,Wood,木材，ウイグルマッチング，外から26-30年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
970,Wood,木材，ウイグルマッチング，外から31-35年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
971,Wood,木材，ウイグルマッチング，外から31年輪,0,,,material wood year ring C14 wiggle matching sample from outermost,
972,Wood,木材，ウイグルマッチング，外から31年輪目,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
973,Wood,木材，ウイグルマッチング，外から36-40年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
974,Wood,木材，ウイグルマッチング，外から41-45年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
975,Wood,木材，ウイグルマッチング，外から41年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
976,Wood,木材，ウイグルマッチング，外から41年輪目,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
977,Wood,木材，ウイグルマッチング，外から51-55年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
978,Wood,木材，ウイグルマッチング，外から51-60年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
979,Wood,木材，ウイグルマッチング，外から51年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
980,Wood,木材，ウイグルマッチング，外から51年輪目,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
981,Wood,木材，ウイグルマッチング，外から6-10年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
982,Wood,木材，ウイグルマッチング，外から61年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
983,Wood,木材，ウイグルマッチング，外から61年輪目,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
984,Wood,木材，ウイグルマッチング，外から71-75年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
985,Wood,木材，ウイグルマッチング，外から71年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
986,Wood,木材，ウイグルマッチング，外から81年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
987,Wood,木材，ウイグルマッチング，外から91-100年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
988,Wood,木材，ウイグルマッチング，外から91-95年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
989,Wood,木材，ウイグルマッチング，外から91年輪,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
990,Wood,木材，ウイグルマッチング，外から91年輪目,0,material wood year ring C14 wiggle matching sample from outermost,,material wood year ring C14 wiggle matching sample from outermost,
991,Wood,"木材，ウイグルマッチング，柱材,外から1-5層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
992,Wood,"木材，ウイグルマッチング，柱材,外から106-110層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
993,Wood,"木材，ウイグルマッチング，柱材,外から121-125層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
994,Wood,"木材，ウイグルマッチング，柱材,外から16-20層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
995,Wood,"木材，ウイグルマッチング，柱材,外から31-35層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
996,Wood,"木材，ウイグルマッチング，柱材,外から46-50層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
997,Wood,"木材，ウイグルマッチング，柱材,外から61-65層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
998,Wood,"木材，ウイグルマッチング，柱材,外から76-80層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
999,Wood,"木材，ウイグルマッチング，柱材,外から91-95層",0,material wood C14 wiggle matching sample from outermost post/pillar,,material wood C14 wiggle matching sample from outermost post/pillar,
1000,Wood,"木材,ウルシ,",0,material wood poison oak/ivy (Toxicodendron sp.),poison oak/ivy (Toxicodendron sp.),material wood,
1001,Wood,"木材,クスノキ,",0,material wood camphor tree (Cinnamomum camphora),camphor tree (Cinnamomum camphora),material wood,
1002,Wood,"木材,クヌギ節,",0,material wood saw-tooth oak (Quercus acutissima),saw-tooth oak (Quercus acutissima),material wood,
1003,Wood,"木材,クリ,",0,material wood chestnut (Castanea crenata),chestnut (Castanea crenata),material wood,
1004,Wood,"木材,クリ？,",0,material wood chestnut (Castanea crenata),chestnut (Castanea crenata),material wood,
1005,Wood,"木材,コナラ属コナラ亜属コナラ節,",0,material wood oak (Quercus sp.) Jolcham oak (Quercus serrata),oak (Quercus sp.) Jolcham oak (Quercus serrata),material wood,
1006,Wood,"木材,コナラ節,",0,material wood Jolcham oak (Quercus serrata),Jolcham oak (Quercus serrata),material wood,
1007,Wood,"木材,ゴヨウマツ,樹皮直下内側最外縁",0,material wood bark outermost inside pine (Pinus sp.),pine (Pinus sp.),material wood bark outermost inside,
1008,Wood,"木材,サクラ属,",0,"material wood Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)",material wood,
1009,Wood,"木材,スギ,",0,material wood Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),material wood,
1010,Wood,"木材,スギ,中心から180年輪目",0,material wood year ring from center Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),material wood year ring from center,
1011,Wood,"木材,スギ,中心から202年輪目",0,material wood year ring from center Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),material wood year ring from center,
1012,Wood,"木材,スギ,中心から230年輪目",0,material wood year ring from center Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),material wood year ring from center,
1013,Wood,"木材,スギ,外から140年輪目",0,material wood year ring from outermost Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),material wood year ring from outermost,
1014,Wood,"木材,スギ,外から190年輪目",0,material wood year ring from outermost Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),material wood year ring from outermost,
1015,Wood,"木材,タケ,胴外",0,material wood outside bamboo (Bambusoideae),bamboo (Bambusoideae),material wood outside,
1016,Wood,"木材,ニレ属,",0,material wood Elm (Ulmus sp.),Elm (Ulmus sp.),material wood,
1017,Wood,"木材,ヒノキ,",0,material wood hinoki cypress (Chamaecyparis obtusa),hinoki cypress (Chamaecyparis obtusa),material wood,
1018,Wood,"木材,ムクノキ,外から1年目",0,material wood from outermost oriental elm (Aphananthe aspera),oriental elm (Aphananthe aspera),material wood from outermost,
1019,Wood,"木材,ヤマグワ,",0,material wood Chinese mulberry (Morus australis syn bombycis),Chinese mulberry (Morus australis syn bombycis),material wood,
1020,Wood,"木材,不明",0,unknown material wood,,unknown material wood,
1021,Wood,"木材,不明,不明",0,unknown material wood,,unknown material wood,
1022,Wood,"木材,内側",0,material wood inside,,material wood inside,
1023,Wood,"木材,内周",0,material wood,,material wood,
1024,Wood,"木材,最外",0,material wood outermost,,material wood outermost,
1025,Wood,"木材,最外縁",0,material wood outermost,,material wood outermost,
1026,Wood,"木材,外から2年輪",0,material wood year ring from outermost,,material wood year ring from outermost,
1027,Wood,"木材,外側",0,material wood,,material wood,
1028,Wood,"木材,外周",0,material wood,,material wood,
1029,Wood,"木材,外皮付き最外",0,material wood outermost,,material wood outermost,
1030,Wood,"木材,広葉樹,樹皮直下内側最外縁",0,material wood bark outermost inside hardwood,,material wood bark outermost inside hardwood,
1031,Wood,"木材,木胎",0,material wood,,material wood,
1032,Wood,"木材,木胎部",0,material wood,,material wood,
1033,Wood,"木材,木製品柄",0,material wood wooden items,,material wood wooden items,
1034,Wood,"木材,板材最外縁",0,material wood outermost plank,,material wood outermost plank,
1035,Wood,"木材,表面5年輪",0,material wood year ring,,material wood year ring,
1036,Wood,"木材,裏面",0,material wood,,material wood,
1037,Wood,"木材,針葉樹（スギ）,不明",0,unknown material wood Coniferae Japanese cedar (Cryptomeria japonica),Coniferae Japanese cedar (Cryptomeria japonica),unknown material wood,
1038,Wood,木材(アオキ),0,material wood Spotted laurel (Aucuba japonica),Spotted laurel (Aucuba japonica),material wood,
1039,Wood,木材(アカガシ亜属),0,material wood Japanese evergreen oak (Quercus acuta),Japanese evergreen oak (Quercus acuta),material wood,
1040,Wood,木材(アカマツ),0,material wood pine (Pinus sp.),pine (Pinus sp.),material wood,
1041,Wood,木材(アカメガシワ),0,material wood Japanese mallotus (Mallotus japonicus),Japanese mallotus (Mallotus japonicus),material wood,
1042,Wood,木材(アサダ),0,material wood East Asian hornbeam (Ostrya japonica),East Asian hornbeam (Ostrya japonica),material wood,
1043,Wood,木材(アスナロ),0,material wood hatchet-leaved arbor-vitae (Thujopsis dolabrata),hatchet-leaved arbor-vitae (Thujopsis dolabrata),material wood,
1044,Wood,木材(アワブキ属),0,material wood Awabuki (Meliosma myriantha),Awabuki (Meliosma myriantha),material wood,
1045,Wood,木材(イイギリ属),0,material wood Īgiri tree (Idesia polycarpa),Īgiri tree (Idesia polycarpa),material wood,
1046,Wood,木材(イスノキ),0,material wood winter hazel (Dictylium racemosum),winter hazel (Dictylium racemosum),material wood,
1047,Wood,木材(イスノキ）,0,material wood winter hazel (Dictylium racemosum),winter hazel (Dictylium racemosum),material wood,
1048,Wood,木材（イスノキ）,0,material wood winter hazel (Dictylium racemosum),winter hazel (Dictylium racemosum),material wood,
1049,Wood,木材(イチイガシ),0,material wood red bark oak (Quercus gilva),red bark oak (Quercus gilva),material wood,
1050,Wood,木材(イヌエンジュ),0,material wood Amur maackia (Maackia amurensis),Amur maackia (Maackia amurensis),material wood,
1051,Wood,木材（イヌエンジュ）,0,material wood Amur maackia (Maackia amurensis),Amur maackia (Maackia amurensis),material wood,
1052,Wood,木材(イヌガヤ),0,material wood plum yew (Cephalotaxus harringtonia),plum yew (Cephalotaxus harringtonia),material wood,
1053,Wood,木材(イヌシデ節),0,material wood Chonowski's hornbeam (Carpinus tschonoskii),Chonowski's hornbeam (Carpinus tschonoskii),material wood,
1054,Wood,木材(イヌビワ属),0,material wood,,material wood,
1055,Wood,木材(イネ科),0,material wood Poaceae,Poaceae,material wood,
1056,Wood,木材(ウツギ属),0,material wood deutzia (Deutzia sp.),deutzia (Deutzia sp.),material wood,
1057,Wood,木材(ウメ),0,material wood,,material wood,
1058,Wood,木材(ウメorモモ),0,material wood peach (Amygdalus persica syn. Prunus),peach (Amygdalus persica syn. Prunus),material wood,
1059,Wood,木材(ウルシ),0,material wood poison oak/ivy (Toxicodendron sp.),poison oak/ivy (Toxicodendron sp.),material wood,
1060,Wood,木材(エゴノキ属),0,material wood snowbell tree (Styrax sp.),snowbell tree (Styrax sp.),material wood,
1061,Wood,木材(エゴノキ科エゴノキ属),0,material wood snowbell tree (Styrax sp.),snowbell tree (Styrax sp.),material wood,
1062,Wood,木材(エノキ属),0,material wood hackberry (Celtis sp.),hackberry (Celtis sp.),material wood,
1063,Wood,木材(オニグルミ),0,material wood walnut (Juglans ailanthifolia),walnut (Juglans ailanthifolia),material wood,
1064,Wood,木材(カエデ属),0,material wood maple (Acer sp.),maple (Acer sp.),material wood,
1065,Wood,木材(カキノキ属),0,material wood Persimmon (Diospyros sp.),Persimmon (Diospyros sp.),material wood,
1066,Wood,木材(カシ類),0,material wood oaks (Quercus subgen. Cyclobalanopsis),oaks (Quercus subgen. Cyclobalanopsis),material wood,
1067,Wood,木材(カツラ),0,material wood katsura (Cercidiphyllum japonicum),katsura (Cercidiphyllum japonicum),material wood,
1068,Wood,木材(カツラ属),0,material wood katsura (Cercidiphyllum japonicum),katsura (Cercidiphyllum japonicum),material wood,
1069,Wood,木材(カバノキ属),0,material wood birch (Betula sp.),birch (Betula sp.),material wood,
1070,Wood,木材(ガマズミ属),0,material wood Viburnum (Viburnum sp.),Viburnum (Viburnum sp.),material wood,
1071,Wood,木材(カマツカ),0,material wood pine (Pinus sp.),pine (Pinus sp.),material wood,
1072,Wood,木材(カヤ),0,material wood Japanese nutmeg tree​ (Torreya nucifera),Japanese nutmeg tree​ (Torreya nucifera),material wood,
1073,Wood,木材(カラスザンショウ),0,material wood ailanthus-like prickly ash (Zanthoxylum ailanthoides),ailanthus-like prickly ash (Zanthoxylum ailanthoides),material wood,
1074,Wood,木材(カラマツ属),0,material wood larch (Larix sp.),larch (Larix sp.),material wood,
1075,Wood,木材(キハダ),0,material wood amur cork (Phellodendron),amur cork (Phellodendron),material wood,
1076,Wood,木材(キハダ属),0,material wood amur cork (Phellodendron),amur cork (Phellodendron),material wood,
1077,Wood,木材(クスノキ),1,material wood camphor tree (Cinnamomum camphora),camphor tree (Cinnamomum camphora),material wood,
1078,Wood,木材(クスノキ科),0,material wood Lauraceae camphor tree (Cinnamomum camphora),Lauraceae camphor tree (Cinnamomum camphora),material wood,
1079,Wood,木材(クヌギ節),0,material wood saw-tooth oak (Quercus acutissima),saw-tooth oak (Quercus acutissima),material wood,
1080,Wood,木材(クマシデ属),0,material wood hornbeam (Carpinus sp.),hornbeam (Carpinus sp.),material wood,
1081,Wood,木材(クマシデ属イヌシデ節),0,material wood Chonowski's hornbeam (Carpinus tschonoskii),Chonowski's hornbeam (Carpinus tschonoskii),material wood,
1082,Wood,木材(クマノミズキ類),0,material wood dogwood (Cornus controversa) dogwood (Cornus macrophylla),dogwood (Cornus controversa) dogwood (Cornus macrophylla),material wood,
1083,Wood,木材(クマヤナギ属),0,material wood willow (Salix sp.),willow (Salix sp.),material wood,
1084,Wood,木材(クリ),0,material wood chestnut (Castanea crenata),chestnut (Castanea crenata),material wood,
1085,Wood,木材(クリ）,0,material wood chestnut (Castanea crenata),chestnut (Castanea crenata),material wood,
1086,Wood,木材（クリ）,0,material wood chestnut (Castanea crenata),chestnut (Castanea crenata),material wood,
1087,Wood,木材(クリ近似種),0,material wood or similar chestnut (Castanea crenata),chestnut (Castanea crenata),material wood or similar,
1088,Wood,木材(クルミ属),0,material wood walnut (Juglans),walnut (Juglans),material wood,
1089,Wood,木材(クロマツ),0,material wood pine (Pinus sp.),pine (Pinus sp.),material wood,
1090,Wood,木材(クワ属),0,material wood mullberry (Morus sp.),mullberry (Morus sp.),material wood,
1091,Wood,木材(クワ科クワ属),0,material wood mullberry (Morus sp.),mullberry (Morus sp.),material wood,
1092,Wood,木材(ケヤキ),0,material wood Japanese zelkova (Zelkowa serrata),Japanese zelkova (Zelkowa serrata),material wood,
1093,Wood,木材(ケンポナシ),0,material wood Japanese raisin tree (Hovenia sp.),Japanese raisin tree (Hovenia sp.),material wood,
1094,Wood,木材(ケンポナシ属),0,material wood Japanese raisin tree (Hovenia sp.),Japanese raisin tree (Hovenia sp.),material wood,
1095,Wood,木材(コウヤマキ),0,material wood Japanese umbrella pine (Sciadopitys verticillata),Japanese umbrella pine (Sciadopitys verticillata),material wood,
1096,Wood,木材(コナラ),0,material wood oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),material wood,
1097,Wood,木材(コナラ亜属),0,material wood oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),material wood,
1098,Wood,木材(コナラ亜属クヌギ節),0,material wood saw-tooth oak (Quercus acutissima) oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),saw-tooth oak (Quercus acutissima) oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata),material wood,
1099,Wood,木材(コナラ属),0,material wood oak (Quercus sp.),oak (Quercus sp.),material wood,
1100,Wood,木材(コナラ属アカガシ亜属),1,material wood oak (Quercus sp.) Japanese evergreen oak (Quercus acuta),oak (Quercus sp.) Japanese evergreen oak (Quercus acuta),material wood,
1101,Wood,木材(コナラ属クヌギ節),0,material wood oak (Quercus sp.) saw-tooth oak (Quercus acutissima),oak (Quercus sp.) saw-tooth oak (Quercus acutissima),material wood,
1102,Wood,木材(コナラ属コナラ亜属),0,material wood oak (Quercus sp.),oak (Quercus sp.),material wood,
1103,Wood,木材(コナラ属コナラ亜属クヌギ),0,material wood oak (Quercus sp.) saw-tooth oak (Quercus acutissima),oak (Quercus sp.) saw-tooth oak (Quercus acutissima),material wood,
1104,Wood,木材(コナラ属コナラ亜属クヌギ節),0,material wood oak (Quercus sp.) saw-tooth oak (Quercus acutissima),oak (Quercus sp.) saw-tooth oak (Quercus acutissima),material wood,
1105,Wood,木材(コナラ属コナラ亜属コナラ節),0,material wood oak (Quercus sp.) Jolcham oak (Quercus serrata),oak (Quercus sp.) Jolcham oak (Quercus serrata),material wood,
1106,Wood,木材(コナラ属コナラ節),0,material wood oak (Quercus sp.) Jolcham oak (Quercus serrata),oak (Quercus sp.) Jolcham oak (Quercus serrata),material wood,
1107,Wood,木材(コナラ節),0,material wood Jolcham oak (Quercus serrata),Jolcham oak (Quercus serrata),material wood,
1108,Wood,木材(ゴヨウマツ),0,material wood pine (Pinus sp.),pine (Pinus sp.),material wood,
1109,Wood,木材(サイカチ近似種),0,material wood or similar honey locust (Gleditsia sp.)​ honey locust (Gleditsia japonica)​,honey locust (Gleditsia sp.)​ honey locust (Gleditsia japonica)​,material wood or similar,
1110,Wood,木材(サカキ),0,material wood Sakaki (Cleyera japonica),Sakaki (Cleyera japonica),material wood,
1111,Wood,木材(サクラ属､17年輪目),0,"material wood year ring Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)",material wood year ring,
1112,Wood,木材(サクラ属､1年輪目),0,"material wood year ring Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)",material wood year ring,
1113,Wood,木材(サクラ属),0,"material wood Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)",material wood,
1114,Wood,木材(サワグルミ),0,material wood walnut (Juglans sp.),walnut (Juglans sp.),material wood,
1115,Wood,木材(サワラ),0,material wood sawara cypress (Chamaecyparis pisifera),sawara cypress (Chamaecyparis pisifera),material wood,
1116,Wood,木材(シイ属),0,material wood chinquapin (Castanopsis sp.),chinquapin (Castanopsis sp.),material wood,
1117,Wood,木材（シイ属）,0,material wood chinquapin (Castanopsis sp.),chinquapin (Castanopsis sp.),material wood,
1118,Wood,木材(シキミ),0,material wood Japanese star anise (Illicum religiosum),Japanese star anise (Illicum religiosum),material wood,
1119,Wood,木材(シャシャンボ),0,material wood sea bilberry (Vaccinium bracteatum)​,sea bilberry (Vaccinium bracteatum)​,material wood,
1120,Wood,木材(スギ),0,material wood Japanese cedar (Cryptomeria japonica),Japanese cedar (Cryptomeria japonica),material wood,
1121,Wood,木材(スダジイ),1,material wood Itajii tree (Castanopis sieboldi),Itajii tree (Castanopis sieboldi),material wood,
1122,Wood,木材(センダン),0,material wood chinaberry tree (Melia azedarach),chinaberry tree (Melia azedarach),material wood,
1123,Wood,木材(タイミンタチバナ),0,material wood colicwood (Myrsine seguinii),colicwood (Myrsine seguinii),material wood,
1124,Wood,木材(タケ亜科),0,material wood bamboo (Bambusoideae),bamboo (Bambusoideae),material wood,
1125,Wood,木材(タブノキ),0,material wood Japanese bay tree (Machilus thunbergii),Japanese bay tree (Machilus thunbergii),material wood,
1126,Wood,木材（タブノキ）,0,material wood Japanese bay tree (Machilus thunbergii),Japanese bay tree (Machilus thunbergii),material wood,
1127,Wood,木材(タブノキ属),0,material wood bay tree (Machilus sp.),bay tree (Machilus sp.),material wood,
1128,Wood,木材(ツガ),0,material wood tsuga (Tsuga sp.),tsuga (Tsuga sp.),material wood,
1129,Wood,木材(ツバキ属),0,material wood camellia (Camellia sp.),camellia (Camellia sp.),material wood,
1130,Wood,木材(ツブラジイ),0,material wood Japanese Chinquapin (Castanopsis cuspidata),Japanese Chinquapin (Castanopsis cuspidata),material wood,
1131,Wood,木材（ツブラジイ）,0,material wood Japanese Chinquapin (Castanopsis cuspidata),Japanese Chinquapin (Castanopsis cuspidata),material wood,
1132,Wood,木材(ツワラ),0,material wood straw,,material wood straw,
1133,Wood,木材(トウヒ属),0,material wood spruce (Picea sp.),spruce (Picea sp.),material wood,
1134,Wood,木材(トチノキ),0,material wood horse chestnut (Aesculus turbinata) Aesculus??,horse chestnut (Aesculus turbinata) Aesculus??,material wood,
1135,Wood,木材(トチノキとアカガシ亜属),0,material wood horse chestnut (Aesculus turbinata) Japanese evergreen oak (Quercus acuta) Aesculus??,horse chestnut (Aesculus turbinata) Japanese evergreen oak (Quercus acuta) Aesculus??,material wood,
1136,Wood,木材(トネリコ属),0,material wood Ash (Fraxinus sp.),Ash (Fraxinus sp.),material wood,
1137,Wood,木材（トネリコ属）,0,material wood Ash (Fraxinus sp.),Ash (Fraxinus sp.),material wood,
1138,Wood,木材(トネリコ属シオジ節),0,material wood Ash (Fraxinus sp.) Ash (Fraxinus platypoda),Ash (Fraxinus sp.) Ash (Fraxinus platypoda),material wood,
1139,Wood,木材(トネリコ属の一種),0,material wood Ash (Fraxinus sp.),Ash (Fraxinus sp.),material wood,
1140,Wood,木材(トネリコ属近似種),0,material wood or similar Ash (Fraxinus sp.),Ash (Fraxinus sp.),material wood or similar,
1141,Wood,木材(ナナカマド属),0,material wood Sorbus (Sorbus sp.),Sorbus (Sorbus sp.),material wood,
1142,Wood,木材(ナラ類),0,material wood oaks,oaks,material wood,
1143,Wood,木材(ニガキ),0,material wood bitterwood (Picrasma quassioides)​,bitterwood (Picrasma quassioides)​,material wood,
1144,Wood,木材(ニレ属),0,material wood Elm (Ulmus sp.),Elm (Ulmus sp.),material wood,
1145,Wood,木材(ヌルデ),0,material wood Chinese sumac (Brucea javanica syn. Rhus)​,Chinese sumac (Brucea javanica syn. Rhus)​,material wood,
1146,Wood,木材(ネジキ),0,material wood nejiki (Lyonia ovalifolia),nejiki (Lyonia ovalifolia),material wood,
1147,Wood,木材(ネズコ),0,material wood Japanese arborvitae (Thuja standishii)​,Japanese arborvitae (Thuja standishii)​,material wood,
1148,Wood,木材(ノグルミ),0,material wood walnut (Juglans sp.),walnut (Juglans sp.),material wood,
1149,Wood,木材(ハイノキ属ハイノキ節),0,material wood hainoki (Symplocos sp.),hainoki (Symplocos sp.),material wood,
1150,Wood,木材(ハイノキ節),0,material wood hainoki (Symplocos sp.),hainoki (Symplocos sp.),material wood,
1151,Wood,木材(バラ属),0,material wood rose (Rosa sp.),rose (Rosa sp.),material wood,
1152,Wood,木材(バラ属）,0,material wood rose (Rosa sp.),rose (Rosa sp.),material wood,
1153,Wood,木材(バラ科ナシ亜科),0,material wood Rosaceae Pear (Pyrus)=Maleae subfamily,Rosaceae Pear (Pyrus)=Maleae subfamily,material wood,
1154,Wood,木材(ハリギリ),0,material wood castor aralia (Kalopanax septemlobus),castor aralia (Kalopanax septemlobus),material wood,
1155,Wood,木材(ハンノキ),0,material wood Japanese alder (Alnus japonica)​,Japanese alder (Alnus japonica)​,material wood,
1156,Wood,木材(ハンノキ亜属),0,material wood Japanese alder (Alnus japonica)​,Japanese alder (Alnus japonica)​,material wood,
1157,Wood,木材(ハンノキ属),0,material wood alder (Alnus sp.)​,alder (Alnus sp.)​,material wood,
1158,Wood,木材(ハンノキ属の一種),0,material wood alder (Alnus sp.)​,alder (Alnus sp.)​,material wood,
1159,Wood,木材(ハンノキ属ハンノキ亜属?),0,material wood Japanese alder (Alnus japonica)​ alder (Alnus sp.)​,Japanese alder (Alnus japonica)​ alder (Alnus sp.)​,material wood,
1160,Wood,木材(ハンノキ属ハンノキ亜属),0,material wood Japanese alder (Alnus japonica)​ alder (Alnus sp.)​,Japanese alder (Alnus japonica)​ alder (Alnus sp.)​,material wood,
1161,Wood,木材(ハンノキ属ヤシャブシ亜属),0,material wood alder (Alnus sp.)​ alder yashabushi (Alnus firma),alder (Alnus sp.)​ alder yashabushi (Alnus firma),material wood,
1162,Wood,木材(ハンノキ節),0,material wood Japanese alder (Alnus japonica)​,Japanese alder (Alnus japonica)​,material wood,
1163,Wood,木材(ヒサカキ),0,material wood Sakaki (Cleyera japonica),Sakaki (Cleyera japonica),material wood,
1164,Wood,木材(ヒサカキ）,0,material wood Sakaki (Cleyera japonica),Sakaki (Cleyera japonica),material wood,
1165,Wood,木材(ヒトツバタゴ),0,material wood Chinese fringe tree (Chionanthus retusus)​,Chinese fringe tree (Chionanthus retusus)​,material wood,
1166,Wood,木材(ヒノキ),0,material wood hinoki cypress (Chamaecyparis obtusa),hinoki cypress (Chamaecyparis obtusa),material wood,
1167,Wood,木材(ヒノキ属),0,material wood cypress (Chamaecyparis sp.),cypress (Chamaecyparis sp.),material wood,
1168,Wood,木材(ヒノキ属の一種),0,material wood cypress (Chamaecyparis sp.),cypress (Chamaecyparis sp.),material wood,
1169,Wood,木材(ヒノキ科),0,material wood hinoki cypress (Chamaecyparis obtusa),hinoki cypress (Chamaecyparis obtusa),material wood,
1170,Wood,木材(ブナ),0,material wood beech (Fagaceae),beech (Fagaceae),material wood,
1171,Wood,木材(ブナ属),0,material wood beech (Fagus sp.),beech (Fagus sp.),material wood,
1172,Wood,木材(ホルトノキ属),0,material wood horutonoki tree (Elaeocarpus sylvestris var. ellipticus),horutonoki tree (Elaeocarpus sylvestris var. ellipticus),material wood,
1173,Wood,木材(マキ属),0,material wood plum pine (Podocarpus sp.)​,plum pine (Podocarpus sp.)​,material wood,
1174,Wood,木材(マツ),0,material wood pine (Pinus sp.),pine (Pinus sp.),material wood,
1175,Wood,木材(マツ属orクリ),0,material wood chestnut (Castanea crenata) pine (Pinus sp.),chestnut (Castanea crenata) pine (Pinus sp.),material wood,
1176,Wood,木材(マツ属単維管束亜属),0,material wood pine (Pinus sp.) subgen single vascular,pine (Pinus sp.) subgen single vascular,material wood,
1177,Wood,木材(マツ属複維官束亜属,0,material wood pine (Pinus sp.) subgen compound vascular,pine (Pinus sp.) subgen compound vascular,material wood,
1178,Wood,木材(マツ属複維束亜属),0,material wood pine (Pinus sp.) subgen compound vascular,pine (Pinus sp.) subgen compound vascular,material wood,
1179,Wood,木材(マツ属複維管束亜属),0,material wood pine (Pinus sp.) subgen compound vascular,pine (Pinus sp.) subgen compound vascular,material wood,
1180,Wood,木材(マツ複維管束亜属),0,material wood pine (Pinus sp.) subgen compound vascular,pine (Pinus sp.) subgen compound vascular,material wood,
1181,Wood,木材(マユミ),0,material wood Japanese spindle tree (Euonymus sieboldianus),Japanese spindle tree (Euonymus sieboldianus),material wood,
1182,Wood,木材(ミズキ),0,material wood dogwood (Cornus controversa),dogwood (Cornus controversa),material wood,
1183,Wood,木材(ミズキ属),0,material wood dogwood (Cornus controversa),dogwood (Cornus controversa),material wood,
1184,Wood,木材(ムクノキ),0,material wood oriental elm (Aphananthe aspera),oriental elm (Aphananthe aspera),material wood,
